from	to	score
NRAS	NEFL	900
NRAS	PPP2CA	931
NRAS	PPP2R5D	909
NRAS	PTPA	910
NRAS	SOS1	982
NRAS	SPTAN1	927
NRAS	SPTBN2	920
NRAS	ZMYM2	900
NRXN1	DAG1	925
NSDHL	EBP	940
NSDHL	LSS	998
NSMCE3	SMC3	951
NSMCE3	STAG1	909
NSUN2	PUS7	925
NSUN2	TRMT1	956
NT5C2	ADSL	947
NT5C2	IMPDH1	915
NT5C2	ITPA	926
NT5C2	PNP	947
NTRK2	BDNF	999
NTRK2	CDC42	942
NTRK2	CTNNB1	951
NTRK2	GRIN2B	963
NTRK2	HRAS	947
NTRK2	NRAS	918
NTRK2	PTPN11	999
NTRK2	RAC1	926
NTRK2	RIT1	920
NTRK2	SH2B1	923
NTRK2	SOS1	914
NTRK2	TIAM1	977
NUDT2	ITPA	912
NUP107	CPSF3	921
NUP107	GEMIN4	906
NUP107	GEMIN5	906
NUP107	GLE1	995
NUP107	HDAC4	907
NUP107	HIKESHI	919
NUP107	HNRNPC	911
NUP107	IPO8	931
NUP107	NUP133	999
NUP107	NUP214	988
NUP107	NUP54	975
NUP107	NUP62	977
NUP107	RANBP2	962
NUP107	TPR	988
NUP133	GEMIN4	907
NUP133	GEMIN5	904
NUP133	GLE1	992
NUP133	HDAC4	902
NUP133	HIKESHI	907
NUP133	HNRNPC	945
NUP133	NUP214	960
NUP133	NUP54	954
NUP133	NUP62	964
NUP133	RANBP2	935
NUP133	TPR	946
NUP214	HNRNPC	923
NUP214	NUP62	999
NUP214	SET	911
NUP214	TPR	968
NUP54	GEMIN4	900
NUP54	GEMIN5	904
NUP54	GLE1	991
NUP54	HIKESHI	917
NUP54	HNRNPC	918
NUP54	NUP214	943
NUP54	NUP62	999
NUP54	RANBP2	905
NUS1	PDSS2	922
OCLN	TGFBR2	923
OCRL	CDC42	944
OCRL	CLTC	960
OCRL	MINPP1	927
OCRL	PTEN	935
ODC1	ARG1	985
ODC1	PSMB1	902
ODC1	PSMC1	904
ODC1	PSMD12	904
ODC1	SMS	903
OFD1	GLI2	926
OFD1	KIAA0753	910
OFD1	SUFU	911
OGDH	ATP5F1A	907
OGDH	DBT	963
OGDH	DLAT	992
OGDH	FH	958
OGDH	GCSH	920
OGDH	IDH1	970
OGDH	IDH2	974
OGDH	LIPT1	921
OGDH	PDHA1	966
OGDH	PDHB	957
OGDH	PDHX	978
OGDH	SDHA	960
OGDH	SDHB	929
OGDH	SUCLA2	957
OGDH	SUCLG1	985
OPA1	PINK1	950
OPTN	SQSTM1	978
ORAI1	KCNN3	967
OSGEP	GON7	999
OSGEP	LAGE3	999
OSGEP	TP53RK	999
OSGEP	TPRKB	999
OSGEP	YRDC	941
OSTM1	CLCN7	999
OTC	ACY1	948
OTC	ARG1	985
OTC	CPS1	991
OTC	NAGS	989
OTC	PMPCA	904
OTC	PMPCB	906
OTUD5	IFIH1	938
P4HB	ACTB	927
PAFAH1B1	CDC42	957
PAFAH1B1	RELN	982
PAK1	ACTA1	936
PAK1	AGRN	916
PAK1	CDC42	999
PAK1	CTNNB1	957
PAK1	DAG1	900
PAK1	DCC	912
PAK1	DMD	904
PAK1	FLNA	970
PAK1	HRAS	946
PAK1	LAMA1	900
PAK1	LAMA2	900
PAK1	LAMB2	902
PAK1	LIMK1	962
PAK1	MAP2K1	972
PAK1	MUSK	920
PAK1	NCF1	963
PAK1	NRAS	938
PAK1	PAK3	904
PAK1	PDGFB	901
PAK1	PPP1CB	907
PAK1	RAC1	999
PAK1	RAPSN	905
PAK1	TIAM1	912
PAK1	TRIO	915
PAK3	ACTA1	919
PAK3	AGRN	904
PAK3	CDC42	998
PAK3	DAG1	900
PAK3	DMD	923
PAK3	HRAS	930
PAK3	LAMA1	900
PAK3	LAMA2	900
PAK3	LAMB2	902
PAK3	MUSK	915
PAK3	NRAS	930
PAM16	DNAJC19	999
PAM16	PMPCA	947
PAM16	TIMM50	986
PANK2	COASY	988
PANK2	PPCS	968
PARK7	GFAP	925
PARK7	NDUFA6	904
PARN	EIF4G1	968
PARS2	EARS2	975
PARS2	IARS1	904
PARS2	LARS1	971
PARS2	SARS2	926
PARS2	TARS1	900
PARS2	YARS1	966
PAX3	SOX10	996
PAX8	NKX2-1	927
PBX1	MAMLD1	906
PC	ADSL	910
PC	HLCS	995
PC	LDHA	963
PC	MDH1	967
PCBD1	PAH	975
PCBD1	TH	953
PCCA	ALDH6A1	959
PCCA	HLCS	991
PCCA	PCCB	999
PCCB	ALDH6A1	971
PCYT1A	CHKB	970
PDE10A	ADSL	914
PDE2A	ADSL	914
PDE4D	ADSL	906
PDE6D	ARL13B	981
PDE6D	INPP5E	930
PDE8B	ADK	917
PDE8B	ADSL	900
PDGFB	DNM2	900
PDGFB	HRAS	955
PDGFB	NRAS	919
PDGFB	PIK3CG	929
PDGFB	PTEN	942
PDGFB	PTPN11	916
PDGFB	RAC1	905
PDGFB	SOS1	907
PDGFRB	ARPC5	900
PDGFRB	CBL	980
PDGFRB	DNM2	903
PDGFRB	HRAS	964
PDGFRB	NRAS	953
PDGFRB	PAK1	903
PDGFRB	PDGFB	999
PDGFRB	PIK3CA	961
PDGFRB	PIK3CG	931
PDGFRB	PTEN	994
PDGFRB	PTPN11	998
PDGFRB	RAC1	914
PDGFRB	SOS1	945
PDGFRB	STAT3	982
PDHA1	LIPT1	942
PDHA1	PDP1	980
PDHB	ALDOA	903
PDHB	GCSH	917
PDHB	LIPT1	964
PDHB	PC	964
PDHB	PDHA1	999
PDHB	PDP1	963
PDHB	SUCLA2	939
PDHB	SUCLG1	964
PDHB	TKT	926
PDHX	DLAT	991
PDHX	GCSH	971
PDHX	LIPT1	979
PDHX	PDHA1	998
PDHX	PDHB	999
PDHX	PDP1	965
PDPN	PTPN11	915
PDX1	INS	977
PDX1	PAX6	928
PEX1	PEX10	970
PEX1	PEX12	974
PEX1	PEX13	981
PEX1	PEX14	966
PEX1	PEX19	909
PEX1	PEX2	963
PEX1	PEX26	979
PEX1	PEX3	901
PEX1	PEX5	986
PEX1	PEX6	997
PEX1	PEX7	954
PEX10	PEX12	999
PEX10	PEX13	995
PEX10	PEX14	980
PEX10	PEX19	996
PEX10	PEX2	999
PEX10	PEX26	951
PEX10	PEX3	942
PEX10	PEX5	996
PEX10	PEX6	983
PEX10	PEX7	987
PEX11B	PEX12	981
PEX11B	PEX5	906
PEX13	ALDH3A2	908
PEX13	ATAD1	935
PEX13	PEX11B	989
PEX13	PEX12	997
PEX13	PEX14	999
PEX13	PEX19	999
PEX13	PEX2	991
PEX13	PEX26	912
PEX13	PEX3	993
PEX13	PEX5	999
PEX13	PEX6	989
PEX13	PEX7	999
PEX14	PEX11B	977
PEX14	PEX12	993
PEX14	PEX19	999
PEX14	PEX2	985
PEX14	PEX3	971
PEX14	PEX5	999
PEX16	ALDH3A2	917
PEX16	ATAD1	939
PEX16	PEX10	933
PEX16	PEX11B	991
PEX16	PEX12	991
PEX16	PEX13	993
PEX16	PEX14	986
PEX16	PEX19	999
PEX16	PEX2	989
PEX16	PEX26	974
PEX16	PEX3	998
PEX16	PEX5	939
PEX16	PEX6	923
PEX16	PEX7	915
PEX19	PEX11B	993
PEX19	PEX12	995
PEX19	PEX5	963
PEX2	PEX11B	985
PEX2	PEX12	997
PEX2	PEX19	965
PEX2	PEX3	979
PEX2	PEX5	988
PEX26	ALDH3A2	920
PEX26	ATAD1	945
PEX26	PEX11B	961
PEX26	PEX12	941
PEX26	PEX14	983
PEX26	PEX19	970
PEX26	PEX2	901
PEX26	PEX3	947
PEX26	PEX5	970
PEX3	PEX11B	966
PEX3	PEX12	994
PEX3	PEX19	999
PEX3	PEX5	960
PEX5	HSD17B4	982
PEX5	PEX12	999
PEX6	PEX12	987
PEX6	PEX14	974
PEX6	PEX19	926
PEX6	PEX2	974
PEX6	PEX26	999
PEX6	PEX3	925
PEX6	PEX5	994
PEX6	PEX7	973
PEX7	PEX12	980
PEX7	PEX14	998
PEX7	PEX2	991
PEX7	PEX3	927
PEX7	PEX5	999
PFN1	ACTA1	916
PFN1	ACTB	999
PFN1	DIAPH1	962
PFN1	GPHN	915
PGAP1	GPAA1	980
PGAP1	PIGK	977
PGAP2	PGAP3	940
PGM1	GALT	965
PGM1	GBE1	932
PGM1	HK1	947
PGM1	MDH1	963
PGM2L1	UGP2	958
PHF21A	LIG4	918
PHF21A	POLD1	915
PHGDH	PSAT1	999
PHGDH	PSPH	944
PHIP	DDB1	935
PHKA2	PHKG2	998
PHKB	PHKA2	929
PHKB	PHKG2	995
PHYH	PEX7	924
PI4K2A	PTEN	905
PI4KA	PI4K2A	957
PI4KA	PTEN	928
PIGA	PIGP	987
PIGA	PIGY	956
PIGB	ALG3	915
PIGB	DPM1	943
PIGB	DPM2	909
PIGB	PIGN	985
PIGB	PIGO	989
PIGB	PIGV	990
PIGH	DPM2	987
PIGH	PIGA	999
PIGH	PIGL	990
PIGH	PIGP	995
PIGH	PIGY	975
PIGK	PIGO	955
PIGL	DPM2	978
PIGL	PIGA	990
PIGL	PIGO	909
PIGL	PIGP	986
PIGL	PIGV	926
PIGL	PIGW	979
PIGL	PIGY	970
PIGN	PIGV	985
PIGP	PIGY	985
PIGQ	DPM2	982
PIGQ	PIGA	995
PIGQ	PIGH	996
PIGQ	PIGL	992
PIGQ	PIGP	993
PIGQ	PIGY	954
PIGS	GPAA1	997
PIGS	PGAP1	962
PIGS	PIGK	999
PIGT	GPAA1	999
PIGT	PGAP1	982
PIGT	PIGA	907
PIGT	PIGK	999
PIGT	PIGO	949
PIGT	PIGS	999
PIGU	GPAA1	998
PIGU	PGAP1	964
PIGU	PIGK	999
PIGU	PIGS	993
PIGU	PIGT	998
PIGV	PIGO	947
PIK3CA	ACTA1	915
PIK3CA	ACTN2	908
PIK3CA	AR	950
PIK3CA	ARF1	913
PIK3CA	BDNF	911
PIK3CA	CAPN1	902
PIK3CA	CBL	972
PIK3CA	CDC42	954
PIK3CA	CDH2	946
PIK3CA	CTNNB1	975
PIK3CA	DAB1	900
PIK3CA	EFL1	910
PIK3CA	EPB41L1	902
PIK3CA	ERBB4	967
PIK3CA	FGFR1	945
PIK3CA	FGFR3	974
PIK3CA	GDNF	904
PIK3CA	GNAI1	906
PIK3CA	GNB1	945
PIK3CA	HLA-DRB1	905
PIK3CA	HRAS	999
PIK3CA	INPPL1	933
PIK3CA	INS	966
PIK3CA	INSR	958
PIK3CA	KIT	977
PIK3CA	LAMA1	911
PIK3CA	MAP2K1	974
PIK3CA	MTOR	957
PIK3CA	NRAS	987
PIK3CA	PDGFB	917
PIK3CA	PIK3CG	919
PIK3CA	PRKCZ	927
PIK3CA	PTEN	995
PIK3CA	PTPN11	984
PIK3CA	RAC1	943
PIK3CA	RELN	914
PIK3CA	RET	971
PIK3CA	SMPD1	906
PIK3CA	SOS1	945
PIK3CA	STAT3	950
PIK3CA	TP53	904
PIK3CA	VLDLR	900
PIK3CD	HRAS	975
PIK3CG	GNB1	950
PIK3CG	HRAS	998
PIK3CG	NRAS	962
PIK3CG	PRKCZ	930
PIK3CG	SOS1	937
PIK3R2	CBL	978
PIK3R2	ERBB4	900
PIK3R2	KIT	969
PIK3R2	MTOR	935
PIK3R2	PDGFRB	928
PIK3R2	PIK3CA	999
PIK3R2	PIK3CD	995
PIK3R2	PIK3CG	967
PIK3R2	PTEN	988
PIK3R2	PTPN11	927
PINK1	DNM1L	988
PINK1	OPTN	926
PINK1	PARK7	997
PINK1	SQSTM1	962
PINK1	TOMM40	993
PLAAT3	PNPLA6	909
PLAAT3	PTDSS1	900
PLCB1	EDN1	930
PLCB1	EDNRB	918
PLCB1	GNAI1	931
PLCB1	GNB1	934
PLCB1	GRM1	952
PLCB1	PLCB3	902
PLCB3	GNB1	920
PLG	BDNF	965
PLG	HSPG2	936
PLG	IGF2	929
PLG	PRNP	987
PLG	UBA1	900
PLK4	ASPM	928
PLK4	BUB1	942
PLK4	BUB1B	917
PLK4	STIL	998
PLOD1	CAMKMT	900
PLOD1	COL5A2	901
PLOD1	COLGALT1	950
PLXND1	MAMLD1	900
PLXND1	RBPJ	905
PLXND1	SEMA4A	998
PMM2	GMPPA	928
PMM2	GMPPB	968
PMM2	HK1	909
PMM2	MPI	987
PMPCA	DNAJC19	955
PMPCA	FXN	941
PMPCA	HSPD1	963
PMPCA	TIMM50	947
PMPCB	AFG3L2	965
PMPCB	ATP5F1A	943
PMPCB	COQ2	905
PMPCB	COX5A	944
PMPCB	DNAJC19	953
PMPCB	FXN	968
PMPCB	HSPD1	960
PMPCB	NDUFA9	923
PMPCB	NDUFB8	941
PMPCB	NDUFS1	913
PMPCB	PAM16	963
PMPCB	PMPCA	997
PMPCB	SPG7	960
PMPCB	TIMM50	955
PMPCB	UQCRFS1	968
PMPCB	UQCRQ	908
PMS2	POLD1	957
PMS2	POLE	901
PMS2	TP53	966
PMS2	XPA	904
PNKP	LIG4	986
PNKP	TDP1	960
PNP	DPYD	957
PNPLA2	AGK	900
POGZ	CHAMP1	970
POLA1	POLD1	990
POLA1	POLG2	914
POLD1	LIG4	968
POLD1	POLG2	906
POLE	BRCA2	967
POLE	DNA2	980
POLE	MRE11	962
POLE	POLA1	999
POLE	POLD1	999
POLE	POLG2	905
POLE	RAD50	941
POLE	REV3L	993
POLG	POLA1	926
POLG	POLD1	939
POLG	POLE	942
POLG	POLG2	999
POLG	REV3L	952
POLG	TP53	904
POLG	TWNK	971
POLR1A	DKC1	947
POLR1A	NOP56	936
POLR1A	POLR1C	999
POLR1A	POLR3A	986
POLR1A	UBTF	973
POLR1C	NFIB	900
POLR1C	NFIX	900
POLR1C	NOP56	900
POLR3A	BRF1	951
POLR3A	NFIB	900
POLR3A	NFIX	900
POLR3A	POLR1C	999
POLR3B	BRF1	952
POLR3B	NFIA	900
POLR3B	NFIB	900
POLR3B	NFIX	900
POLR3B	POLR1A	993
POLR3B	POLR1C	999
POLR3B	POLR3A	999
POLR3B	POLR3GL	978
POLR3GL	NFIA	900
POLR3GL	NFIB	900
POLR3GL	NFIX	900
POLR3GL	POLR1C	967
POLR3GL	POLR3A	972
POMGNT1	B4GALT1	925
POMGNT1	DAG1	985
POMGNT1	POMT1	995
POMGNT2	B3GALNT2	996
POMGNT2	DAG1	968
POMGNT2	POMGNT1	989
POMGNT2	POMT1	993
POMK	B3GALNT2	993
POMK	DAG1	967
POMK	POMGNT2	943
POMK	POMT1	918
POMT1	DAG1	987
POMT2	DAG1	986
POMT2	DPM1	985
POMT2	DPM2	981
POMT2	FKRP	911
POMT2	POMGNT1	995
POMT2	POMGNT2	988
POMT2	POMT1	905
PON1	APOE	926
PPARGC1A	ACOX1	964
PPARGC1A	CPT1A	972
PPARGC1A	HNF4A	998
PPARGC1A	HSD17B4	911
PPARGC1A	INS	979
PPARGC1A	MEF2C	990
PPARGC1A	MTOR	975
PPARGC1A	PRDM16	988
PPARGC1A	SMARCD1	936
PPARGC1A	SOD1	922
PPARGC1A	TP53	981
PPCS	COASY	926
PPM1B	CAMKMT	910
PPM1B	MAP3K7	903
PPM1B	PREPL	912
PPM1D	CHEK2	902
PPP1CB	PPP2CA	926
PPP1R15B	PPP1CB	925
PPP1R15B	PPP2CA	900
PPP1R15B	PPP3CA	900
PPP1R15B	SHOC2	900
PPP2CA	INTS11	901
PPP2R1A	HRAS	952
PPP2R1A	INS	909
PPP2R1A	NRAS	904
PPP2R1A	PPP1CB	959
PPP2R1A	PPP1R15B	907
PPP2R1A	PPP2CA	999
PPP2R1A	PPP2R5D	999
PPP2R1A	PPP3CA	933
PPP2R1A	PTPA	999
PPP2R1A	PTPN11	915
PPP2R1A	SHOC2	900
PPP2R5D	PPP2CA	999
PPP3CA	CAMK2B	938
PPP3CA	PPP1CB	915
PPP3CA	PPP2CA	915
PPP3CA	SYNJ1	929
PQBP1	ATXN1	939
PRDM16	CTBP1	990
PRDM16	EHMT1	973
PRDM16	KDM1A	971
PRDX1	AR	971
PRDX1	PTEN	982
PRDX1	SOD1	962
PRKAR1B	GNB1	929
PRKAR1B	PPP2R5D	905
PRKCG	AP2M1	904
PRKCG	CACNA1A	928
PRKCG	GRIA2	968
PRKCG	GRIA3	924
PRKCG	GRIA4	965
PRKCG	HRAS	912
PRKCG	ITPR1	918
PRKCZ	CDC42	998
PRKCZ	IKBKG	917
PRKCZ	INS	959
PRKCZ	SOS1	910
PRKCZ	SQSTM1	998
PRKD1	CERT1	972
PRKD1	PRRT2	905
PRKD1	SOS1	909
PRKG2	ITPR1	921
PRKG2	KCNMA1	918
PRKG2	PTS	918
PRKN	ATXN3	995
PRKN	DNM1L	950
PRKN	PARK7	999
PRKN	PINK1	999
PRKN	SQSTM1	978
PRNP	CRYAB	959
PRNP	GFAP	948
PRNP	HSPD1	922
PRNP	LAMA1	900
PRNP	LAMA2	904
PRNP	LAMB2	902
PROKR2	ANOS1	902
PROKR2	PROK2	989
PROP1	CTNNB1	989
PRPS1	TKT	948
PRX	SOX10	951
PSAT1	PSPH	996
PSEN1	CNTN1	908
PSEN1	CTNNB1	999
PSEN1	ERBB4	942
PSEN1	FGFR3	905
PSEN1	MAPT	910
PSEN2	CNTN1	905
PSMB1	GLI2	902
PSMB1	ITCH	904
PSMB1	NF1	900
PSMB1	PSMD12	999
PSMB1	PTEN	905
PSMB1	SHH	900
PSMB1	SOD1	937
PSMB1	SPRED1	901
PSMB1	SPRED2	901
PSMB1	SUFU	900
PSMB1	VCP	922
PSMC1	GLI2	903
PSMC1	ITCH	907
PSMC1	NF1	913
PSMC1	NGLY1	948
PSMC1	PSMB1	999
PSMC1	PSMD12	999
PSMC1	PTEN	902
PSMC1	SHH	900
PSMC1	SPRED1	900
PSMC1	SPRED2	900
PSMC1	SUFU	901
PSMC1	VCP	994
PSMD12	GLI2	900
PSMD12	ITCH	903
PSMD12	NF1	902
PSMD12	PTEN	902
PSMD12	SPRED2	900
PSMD12	SUFU	900
PSMD12	VCP	956
PTCD3	GFM1	916
PTCD3	MRPS14	964
PTCD3	MRPS16	973
PTCD3	MRPS2	996
PTCD3	MRPS22	992
PTCD3	MRPS28	988
PTCH1	CDON	995
PTCH1	GLI2	976
PTCH1	GPC3	961
PTCH1	STIL	915
PTCH1	SUFU	958
PTEN	AGO1	953
PTEN	CSNK2B	911
PTEN	HRAS	928
PTEN	INPP5K	926
PTEN	MME	981
PTEN	PARK7	985
PTEN	PIK3CD	986
PTEN	SOS1	940
PTEN	SPOP	979
PTEN	SYNJ1	936
PTEN	TNRC6B	919
PTPA	HRAS	928
PTPA	IKBKG	951
PTPA	INS	916
PTPA	PPP1CB	912
PTPA	PPP2CA	999
PTPA	PPP2R5D	994
PTPN11	ACTA1	903
PTPN11	BDNF	926
PTPN11	CTNNB1	995
PTPN11	ERBB4	925
PTPN11	GDNF	914
PTPN11	GNAI1	909
PTPN11	GNAI3	908
PTPN11	GNB1	912
PTPN11	HLA-DQB1	902
PTPN11	HLA-DRB1	909
PTPN11	HRAS	991
PTPN11	INS	949
PTPN11	NRAS	990
PTPN11	PPP2CA	918
PTPN11	PRKCZ	925
PTPN11	RET	971
PTPN11	SOS1	999
PTPN23	PTPN11	909
PTPN23	UBAP1	995
PTS	ALPL	903
PTS	GCH1	977
PUS7	DKC1	926
PUS7	PUS1	938
PYCR1	PRODH	962
PYCR2	ALDH18A1	974
PYCR2	PRODH	936
PYCR2	PYCR1	977
PYGL	GBE1	994
PYGL	PGM1	981
PYGL	PGM2L1	933
PYGL	PHKA2	949
PYGL	PHKB	959
PYGL	PHKG2	963
PYGL	UGP2	973
QARS1	AIMP1	999
QARS1	CARS1	931
QARS1	EPRS1	999
QARS1	GARS1	951
QARS1	IARS1	999
QARS1	IARS2	975
QARS1	KARS1	999
QARS1	LARS1	999
QARS1	PARS2	936
QARS1	RARS2	977
QARS1	VARS1	949
QARS1	VARS2	966
QARS1	YARS1	995
QARS1	YARS2	907
QDPR	DHFR	970
QDPR	PAH	981
QDPR	PCBD1	983
QDPR	RYR1	989
QDPR	TH	951
RAB11B	GDI1	959
RAB27A	INS	965
RAB27A	MYO5A	999
RAB3GAP1	RAB18	960
RAB3GAP1	VAPB	947
RAB3GAP2	DCTN1	902
RAB3GAP2	DMXL2	921
RAB3GAP2	DYNC1I2	902
RAB3GAP2	GALNT2	900
RAB3GAP2	GDI1	912
RAB3GAP2	RAB18	933
RAB3GAP2	RAB3GAP1	999
RAC1	ACTA1	950
RAC1	ACTN2	925
RAC1	AGRN	911
RAC1	ARF1	942
RAC1	ARHGEF2	970
RAC1	BDNF	926
RAC1	CACNA1A	903
RAC1	CAMK2B	904
RAC1	CAPN1	903
RAC1	CDC42	906
RAC1	CYFIP2	952
RAC1	DAG1	903
RAC1	DCC	927
RAC1	DMD	912
RAC1	EDN1	909
RAC1	EFL1	921
RAC1	EXOC8	946
RAC1	GNAI3	940
RAC1	GNB1	936
RAC1	GRIN1	919
RAC1	GRIN2B	922
RAC1	HRAS	936
RAC1	LAMA1	904
RAC1	LAMA2	912
RAC1	LAMB2	904
RAC1	MUSK	914
RAC1	NRAS	935
RAC1	PAFAH1B1	930
RAC1	PAK3	989
RAC1	SOS1	967
RAC1	SPTAN1	910
RAC1	WASF1	982
RAD21	HDAC8	967
RAD21	NSMCE3	971
RAD21	SMC1A	999
RAD21	SMC3	999
RAD21	STAG1	999
RAD50	CHEK2	967
RAD50	POLD1	949
RAF1	AGK	903
RAF1	ATG7	913
RAF1	BRAF	993
RAF1	CNKSR2	935
RAF1	DNM1	904
RAF1	EDN1	922
RAF1	FXR1	905
RAF1	HRAS	999
RAF1	KRAS	999
RAF1	LMNA	911
RAF1	MAP2K1	998
RAF1	MAP2K2	997
RAF1	MRAS	989
RAF1	NRAS	999
RAF1	PAK1	972
RAF1	PAK3	928
RAF1	PIK3CA	914
RAF1	PPP1CB	918
RAF1	PPP2CA	964
RAF1	PPP2R1A	930
RAF1	PPP2R5D	915
RAF1	PRKCZ	932
RAF1	RB1	990
RAF1	RRAS2	993
RAF1	SHOC2	996
RAF1	TRAK1	900
RAF1	YWHAE	991
RAF1	YWHAG	990
RALA	EXOC2	999
RALA	EXOC8	999
RALA	FLNA	917
RALA	HRAS	955
RALA	KRAS	928
RALA	MYO5A	934
RALA	NRAS	926
RALA	RAC1	924
RANBP2	BICD2	994
RANBP2	GEMIN4	900
RANBP2	GEMIN5	911
RANBP2	GLE1	967
RANBP2	HNRNPC	977
RANBP2	KIF5C	911
RANBP2	MCM3AP	931
RANBP2	NUP214	999
RANBP2	NUP62	994
RANBP2	TPR	985
RAP1B	BDNF	907
RAP1B	BRAF	951
RAP1B	CBL	907
RAP1B	CDC42	965
RAP1B	CTNNB1	933
RAP1B	KIDINS220	903
RAP1B	NTRK2	913
RAP1B	PIK3CA	923
RAP1B	PTPN11	931
RAP1B	RAF1	914
RAP1GDS1	RAC1	981
RAPSN	ACTA1	922
RAPSN	AGRN	990
RAPSN	CHRNB1	990
RAPSN	DAG1	994
RAPSN	DMD	951
RAPSN	LAMA1	900
RAPSN	LAMA2	918
RAPSN	LAMB2	926
RAPSN	MACF1	939
RAPSN	MUSK	999
RAPSN	PAK3	900
RARB	VDR	910
RARS1	AIMP1	999
RARS1	DARS1	999
RARS1	EPRS1	999
RARS1	GARS1	903
RARS1	IARS1	999
RARS1	KARS1	999
RARS1	LARS1	999
RARS1	MARS1	999
RARS1	NARS1	937
RARS1	QARS1	999
RARS1	SARS2	923
RARS1	YARS1	925
RARS2	AIMP1	921
RARS2	EARS2	943
RARS2	IARS1	927
RARS2	LARS1	938
RARS2	SARS2	952
RARS2	YARS1	955
RASA2	HRAS	981
RASA2	NRAS	923
RB1	AR	939
RB1	CDKN1C	963
RB1	CTBP1	957
RB1	DNMT1	999
RB1	H1-4	900
RB1	HMGA2	990
RB1	KDM5A	939
RB1	LMNA	925
RB1	MEF2C	914
RB1	NCAPD3	914
RB1	PPP2CA	916
RB1	PPP2R1A	901
RB1	SMARCA4	993
RB1	TAF1	984
RB1	TBP	966
RB1	TERT	945
RB1	TP53	990
RBL2	CDKN1C	946
RBL2	DNMT1	911
RBL2	PPP2CA	973
RBL2	PPP2R1A	904
RBL2	RB1	906
RBL2	SIN3A	942
RBMX	HNRNPC	991
RBMX	HNRNPH2	909
RBMX	HNRNPK	999
RBPJ	FHL1	997
RBPJ	KDM1A	980
RBPJ	KDM5A	909
RBPJ	PBX1	925
RBPJ	SPEN	998
REEP1	SPAST	979
RELN	GRIN2B	961
RET	GDNF	999
RET	HRAS	984
RET	SOS1	947
REV3L	POLA1	958
REV3L	POLD1	973
REV3L	POLG2	928
RFC2	ATM	924
RFC2	BRCA2	927
RFC2	POLD1	925
RFC2	TP53	921
RFT1	ALG11	963
RFXANK	RFX7	962
RFXAP	RFXANK	999
RIN2	GDI1	902
RIN2	HRAS	936
RIT1	BDNF	904
RNASEH2A	POLE	919
RNASEH2A	RNASEH2B	999
RNASEH2A	RNASEH2C	999
RNASEH2C	RNASEH2B	999
RNF113A	CWC27	997
RNF113A	DHX16	998
RNF113A	WBP4	900
RNF125	IFIH1	968
RNF125	UFD1	911
RNF2	ANAPC7	900
RNF2	ASXL1	957
RNF2	BAP1	921
RNF2	BCOR	998
RNF2	CHD8	921
RNF2	HNRNPK	941
RNF2	KDM1A	965
RNF2	KMT2A	951
RNF2	PCGF2	995
RNF2	TAF1	908
RNF2	TAF6	902
RNF2	UBAP2L	900
RORA	CPT1A	904
RORA	EP300	906
RORA	SOX2	912
RORA	STAT3	937
RPE65	LRAT	987
RPGRIP1L	CC2D2A	937
RPGRIP1L	CEP290	971
RPGRIP1L	GLI2	935
RPGRIP1L	RPGRIP1	951
RPGRIP1L	TMEM67	960
RPIA	PRPS1	966
RPIA	TKT	997
RPL10	RPS20	999
RPS20	C18ORF32	934
RPS20	EIF3F	983
RPS20	RSRC1	933
RPS23	BUD23	921
RPS23	C18ORF32	938
RPS23	CARS1	906
RPS23	DHX9	923
RPS23	EIF3F	993
RPS23	HBA1	923
RPS23	MRPS16	902
RPS23	NOP56	983
RPS23	RPL10	999
RPS23	RPS20	999
RPS23	RSRC1	951
RPS23	TUFM	909
RRAS	FLNA	912
RRAS	NF1	961
RRAS	PIK3CD	904
RRAS	PLXND1	961
RRAS	RAC1	919
RRAS	RAF1	971
RRAS	RASA2	962
RRAS	SEMA3A	950
RRAS	SEMA3E	954
RRAS	SHOC2	926
RRAS	SOS1	969
RRAS2	BRAF	909
RRAS2	NF1	956
RRAS2	PIK3CD	954
RRAS2	SHOC2	911
RRM2B	DGUOK	916
RRM2B	DTYMK	942
RRM2B	ENTPD1	905
RRM2B	TP53	996
RTEL1	BRCA2	953
RTEL1	RAD50	917
RXYLT1	B4GAT1	984
RXYLT1	FKRP	986
RXYLT1	POMGNT1	924
RXYLT1	POMGNT2	943
RXYLT1	POMK	934
RYR1	CACNA1A	902
RYR1	CACNA1S	998
SAMHD1	ADAR	971
SARDH	GLDC	982
SC5D	DHCR24	975
SC5D	DHCR7	990
SC5D	EBP	983
SC5D	LBR	903
SC5D	LSS	992
SC5D	NSDHL	975
SCAF4	POLR2A	902
SCN1A	KCNQ2	912
SCN1A	SCN1B	950
SCN2A	SCN1B	946
SCN2A	SCN4A	943
SCN3A	SCN2A	968
SCN3A	SCN4A	906
SCN4A	SCN1B	990
SCO1	COA6	938
SCO1	COX10	917
SCO1	COX11	970
SCO1	SURF1	937
SCYL1	COPB2	953
SCYL1	GORAB	976
SDHA	ATP5F1A	953
SDHA	FH	993
SDHA	MDH2	959
SDHA	NDUFA9	965
SDHA	NDUFS1	986
SDHA	NDUFS2	984
SDHA	NDUFV1	989
SDHA	SDHAF1	905
SDHA	SDHB	999
SDHA	SDHD	999
SDHA	SUCLA2	995
SDHA	SUCLG1	996
