from	to	score
TRRAP	TTI1	938
MTOR	TTI1	997
RARS1	YARS1	925
WARS2	YARS1	967
AARS2	YARS1	933
NARS1	YARS1	963
CARS2	YARS1	972
AARS1	YARS1	991
MARS1	YARS1	989
DARS1	YARS1	914
NARS2	YARS1	940
FARSB	YARS1	956
MARS2	YARS1	957
QARS1	YARS1	995
FARS2	YARS1	935
FARSA	YARS1	968
YARS2	YARS1	971
KARS1	YARS1	985
WARS1	YARS1	987
IARS2	YARS1	930
EPRS1	YARS1	998
TARS2	YARS1	944
RARS2	YARS1	955
PARS2	YARS1	966
STAG2	HDAC8	959
RAD21	HDAC8	967
SMC1A	HDAC8	988
SMC3	HDAC8	993
SRRM2	PPIL1	985
CDC40	PPIL1	999
UQCRC1	NDUFA8	979
ATP5F1D	NDUFA8	959
NDUFS7	NDUFA8	999
NDUFB3	NDUFA8	999
COX6B1	NDUFA8	944
NDUFA2	NDUFA8	999
NDUFA10	NDUFA8	999
NDUFAF1	NDUFA8	964
NDUFS3	NDUFA8	999
NDUFA9	NDUFA8	999
NDUFB10	NDUFA8	999
NDUFS6	NDUFA8	999
NDUFB11	NDUFA8	999
NDUFB9	NDUFA8	999
NDUFC2	NDUFA8	999
COX6A2	NDUFA8	923
ATP5PO	NDUFA8	927
NDUFS4	NDUFA8	999
NDUFB8	NDUFA8	999
UQCRFS1	NDUFA8	999
NDUFS8	NDUFA8	999
COX5A	NDUFA8	990
NDUFV1	NDUFA8	999
NDUFAF3	NDUFA8	976
NDUFV2	NDUFA8	999
NDUFA12	NDUFA8	999
NDUFA4	NDUFA8	979
MT-ND6	NDUFA8	977
MT-ND1	NDUFA8	997
MT-ND5	NDUFA8	997
MT-ND4	NDUFA8	998
MT-ND2	NDUFA8	994
MT-ND3	NDUFA8	994
NDUFS2	NDUFA8	999
NDUFA1	NDUFA8	998
MED17	MED12	996
MED13L	MED12	998
MED27	MED12	992
MED11	MED12	991
MED25	MED12	964
CTNNB1	MED12	998
MED23	MED12	991
CDK19	MED12	996
ISCU	NFS1	999
SLC32A1	SLC18A3	976
SYT1	SLC18A3	908
SLC5A7	SLC18A3	940
CHAT	SLC18A3	957
PIGB	PIGV	990
PIGL	PIGV	926
DPM2	PIGV	955
PIGN	PIGV	985
DPM1	PIGV	921
KRAS	DLG3	941
GRIA4	DLG3	953
GRIA2	DLG3	961
NRAS	DLG3	932
GRIN1	DLG3	945
PAK1	MUSK	920
RAPSN	MUSK	999
CHRNB1	MUSK	964
RAC1	MUSK	914
PAK3	MUSK	915
SYNE1	MUSK	940
DAO	HMGCL	905
MLYCD	HMGCL	920
ACAT1	HMGCL	963
ACOX1	HMGCL	944
CRAT	HMGCL	936
HADHB	HMGCL	944
GNPAT	HMGCL	908
ACAT2	HMGCL	940
STUB1	AR	989
CREBBP	AR	991
GNAO1	AR	906
PRDX1	AR	971
EP300	AR	997
BRD4	AR	994
PIK3CA	AR	950
STAT3	AR	995
RB1	AR	939
EZH2	AR	996
MAF	AR	915
ZMIZ1	AR	967
SMAD4	AR	995
GNAI1	AR	904
CTNNB1	AR	999
DYNC1H1	AR	901
DCTN1	AR	922
FLNA	AR	993
GNAI3	AR	905
ATRX	AR	910
XYLT2	HSPG2	924
B4GALT7	HSPG2	919
HS6ST1	HSPG2	947
XYLT1	HSPG2	938
NDST1	HSPG2	956
B3GAT3	HSPG2	929
BMP1	HSPG2	960
PLG	HSPG2	936
FGF13	HSPG2	928
HS2ST1	HSPG2	946
PTS	ALPL	903
TPK1	ALPL	905
COL4A2	ALPL	902
PLOD1	COL5A2	901
COL1A1	COL5A2	983
ADAMTS2	COL5A2	982
COL1A2	COL5A2	993
BMP1	COL5A2	950
COL5A1	COL5A2	979
CTSD	HLA-DQB1	903
PTPN11	HLA-DQB1	902
MFN2	PINK1	997
HTRA2	PINK1	996
FBXO7	PINK1	950
LRRK2	PINK1	971
VPS35	PINK1	903
SNCA	PINK1	970
TOMM7	PINK1	958
OPA1	PINK1	950
PRKN	PINK1	999
ERCC1	XPA	999
STN1	XPA	930
MLH1	XPA	905
MSH2	XPA	945
MSH6	XPA	906
DDB2	XPA	975
ERCC8	XPA	911
PMS2	XPA	904
ATM	XPA	915
XPC	XPA	976
ERCC3	XPA	991
DDB1	XPA	975
ERCC4	XPA	997
ERCC5	XPA	978
ERCC6	XPA	922
MYOD1	PAX7	931
KMT2D	PAX7	922
ANK3	SCN2A	989
SCN3A	SCN2A	968
KCNQ2	SCN2A	923
UQCRC1	SDHB	930
ATP5F1D	SDHB	920
ACO2	SDHB	956
OGDH	SDHB	929
NDUFS7	SDHB	997
NDUFA2	SDHB	965
NDUFS3	SDHB	974
SDHA	SDHB	999
NDUFA9	SDHB	973
NDUFB9	SDHB	969
NDUFS4	SDHB	961
NDUFB8	SDHB	961
UQCRFS1	SDHB	987
ISCU	SDHB	909
NDUFS8	SDHB	972
COX5A	SDHB	961
NDUFV1	SDHB	992
MDH2	SDHB	971
NDUFV2	SDHB	972
NDUFA12	SDHB	971
FH	SDHB	993
NDUFS2	SDHB	995
NDUFA8	SDHB	991
NDUFS3	SDHD	912
SDHA	SDHD	999
NDUFB10	SDHD	912
NDUFB9	SDHD	922
UQCRFS1	SDHD	928
TIMM22	SDHD	921
FH	SDHD	992
NDUFA8	SDHD	919
SDHB	SDHD	999
ARSA	NEU1	906
GALC	NEU1	905
GLB1	NEU1	987
RARS1	IARS1	999
NARS1	IARS1	990
CARS2	IARS1	928
AARS1	IARS1	991
MARS1	IARS1	999
DARS1	IARS1	999
NARS2	IARS1	903
FARSB	IARS1	937
MARS2	IARS1	922
QARS1	IARS1	999
KARS1	IARS1	999
EPRS1	IARS1	999
TARS2	IARS1	939
RARS2	IARS1	927
PARS2	IARS1	904
YARS1	IARS1	981
QARS1	VARS1	949
KARS1	VARS1	913
EPRS1	VARS1	989
YARS1	VARS1	919
IARS1	VARS1	964
BSND	CLCNKB	995
EED	ASXL1	937
HCFC1	ASXL1	972
SUZ12	ASXL1	962
EZH2	ASXL1	992
RNF2	ASXL1	957
MCCC1	AUH	944
MCCC2	AUH	960
HMGCL	AUH	969
EP300	SPEN	963
NOTCH1	SPEN	962
CTBP1	SPEN	966
RBPJ	SPEN	998
COL4A2	COL4A1	999
ALPL	COL4A1	913
SUPT16H	CSNK2B	992
CSNK2A1	CSNK2B	999
TGFB1	CSNK2B	902
TP53	CSNK2B	972
TGFBR2	CSNK2B	908
PTEN	CSNK2B	911
LIAS	ISCA1	916
ISCU	ISCA1	945
GLRX5	ISCA1	999
IBA57	ISCA1	993
NFS1	ISCA1	913
VPS35L	CCDC22	981
TARDBP	HNRNPK	972
TP53	HNRNPK	994
HNRNPU	HNRNPK	994
U2AF2	HNRNPK	986
HNRNPA1	HNRNPK	999
HNRNPH1	HNRNPK	999
MATR3	HNRNPK	992
RNF2	HNRNPK	941
DHX9	HNRNPK	943
RBMX	HNRNPK	999
HNRNPH2	HNRNPK	952
DLD	PCCA	927
ACADS	PCCA	954
MCEE	PCCA	978
BCKDHA	PCCA	977
MMUT	PCCA	930
ACOX1	PCCA	925
BCKDHB	PCCA	988
HADHB	PCCA	940
MCCC2	PCCA	979
DBT	PCCA	973
SNIP1	DHX16	996
SRRM2	DHX16	996
CDC40	DHX16	988
RNF113A	DHX16	998
PHGDH	PSAT1	999
MTRR	MTHFR	960
SHMT2	MTHFR	983
MTR	MTHFR	996
PUS7	PUS1	938
GABBR2	GABBR1	998
GRM1	GABBR1	930
UBE4B	NMNAT1	922
GNAO1	EDNRB	920
EDN3	EDNRB	999
PLCB1	EDNRB	918
GNAI1	EDNRB	917
GNAI3	EDNRB	917
PMPCB	FXN	968
CP	FXN	909
ISCU	FXN	999
GLRX5	FXN	958
PMPCA	FXN	941
NFS1	FXN	999
FTH1	FTL	982
EP300	FOXH1	926
NKX2-5	FOXH1	985
SMAD4	FOXH1	999
HEXB	ST3GAL5	906
HEXA	ST3GAL5	921
B4GALNT1	ST3GAL5	977
PIK3R2	PIK3CD	995
RRAS	PIK3CD	904
KRAS	PIK3CD	920
RRAS2	PIK3CD	954
INPPL1	PIK3CD	939
MTOR	PIK3CD	906
PTEN	PIK3CD	986
TARDBP	ATXN2	945
FUS	ATXN2	936
ITPR1	ATXN2	993
CBL	CUBN	938
AMN	CUBN	999
KMT2C	KDM6A	999
SETD1A	KDM6A	902
EP300	KDM6A	922
EED	KDM6A	967
KMT2D	KDM6A	999
SUZ12	KDM6A	979
EZH2	KDM6A	988
LRP5	NDP	947
KCND3	KCNAB2	949
KCNA4	KCNAB2	984
GALC	GBA2	941
GLB1	GBA2	926
GBA1	GBA2	956
DEGS1	GBA2	930
NDUFS7	NDUFAF5	999
NDUFAF1	NDUFAF5	908
ACAD9	NDUFAF5	942
NDUFS8	NDUFAF5	910
NDUFAF3	NDUFAF5	989
MT-ND1	NDUFAF5	902
NDUFS2	NDUFAF5	900
NDUFAF4	NDUFAF5	918
TAF4	TAF2	999
TP53	TAF2	908
ERCC3	TAF2	933
GTF2E2	TAF2	938
TRRAP	TAF2	942
TAF8	TAF2	999
STX1A	CASK	933
SNAP25	CASK	951
SYT1	CASK	929
SLC18A2	CASK	902
CPLX1	CASK	905
VAMP2	CASK	905
TSPOAP1	CASK	912
STXBP1	CASK	925
TDP1	TDP2	942
GPC4	EXT1	969
HSPG2	EXT1	967
TPM3	TPM2	964
ATP6V1E1	ATP6AP2	970
ATP6V0A1	ATP6AP2	981
ATP6V1A	ATP6AP2	987
ATP6V1B2	ATP6AP2	987
VMA12	ATP6AP2	976
ATP6V0A2	ATP6AP2	967
ATP6AP1	ATP6AP2	999
RNF2	BCOR	998
PLOD1	CAMKMT	900
SLC3A1	CAMKMT	907
PPM1B	CAMKMT	910
SMAD4	SKI	999
APP	ITM2B	988
MAPK1	PRKCZ	934
RAF1	PRKCZ	932
KRAS	PRKCZ	930
PIK3CA	PRKCZ	927
TIAM1	PRKCZ	974
NCF1	PRKCZ	991
INSR	PRKCZ	920
VAMP2	PRKCZ	922
PTPN11	PRKCZ	925
CTNNB1	PRKCZ	959
PIK3CG	PRKCZ	930
SLC6A1	GABRD	905
PIGB	PIGO	989
PIGL	PIGO	909
PIGT	PIGO	949
GPAA1	PIGO	950
PIGK	PIGO	955
PIGV	PIGO	947
DLD	SUCLA2	982
ACO2	SUCLA2	920
OGDH	SUCLA2	957
SDHA	SUCLA2	995
MMUT	SUCLA2	948
DLAT	SUCLA2	974
PDHB	SUCLA2	939
NDUFS2	SUCLA2	927
SDHB	SUCLA2	986
SDHD	SUCLA2	961
UQCRC1	UQCRQ	999
ATP5F1D	UQCRQ	957
NDUFS7	UQCRQ	997
NDUFB3	UQCRQ	990
ATP5F1E	UQCRQ	982
COX6B1	UQCRQ	991
PMPCB	UQCRQ	908
NDUFA2	UQCRQ	999
NDUFA10	UQCRQ	968
NDUFS3	UQCRQ	971
NDUFA9	UQCRQ	979
NDUFB10	UQCRQ	996
NDUFS6	UQCRQ	998
NDUFB11	UQCRQ	976
NDUFB9	UQCRQ	999
NDUFC2	UQCRQ	989
ATP5MC3	UQCRQ	928
COX6A2	UQCRQ	990
ATP5PO	UQCRQ	950
NDUFS4	UQCRQ	995
NDUFB8	UQCRQ	996
UQCRFS1	UQCRQ	999
NDUFS8	UQCRQ	994
COX5A	UQCRQ	999
NDUFV1	UQCRQ	991
NDUFV2	UQCRQ	988
NDUFA12	UQCRQ	996
NDUFA4	UQCRQ	958
MT-ND1	UQCRQ	905
COA6	UQCRQ	953
NDUFS2	UQCRQ	947
NDUFA1	UQCRQ	988
NDUFA8	UQCRQ	997
TBK1	OPTN	999
HTT	OPTN	998
VCP	OPTN	906
PINK1	OPTN	926
ERCC1	RAD50	940
TP53	RAD50	926
ATM	RAD50	996
CTBP1	RAD50	900
ERCC4	RAD50	932
POLE	RAD50	941
SMC1A	RAD50	973
MRE11	RAD50	999
EYA1	RAD50	900
RTEL1	RAD50	917
SMC3	RAD50	988
BMP4	BMP2	907
BMPER	BMP2	968
NKX2-5	BMP2	969
SMAD4	BMP2	989
MAP3K7	BMP2	927
BMPR1A	BMP2	999
UGDH	GALT	929
UGP2	GALT	994
PGM1	GALT	965
SDHA	SDHAF1	905
SDHB	SDHAF1	971
SPTBN4	NRCAM	900
ANK3	NRCAM	995
MSH2	POLA1	933
MSH6	POLA1	952
KIF11	POLA1	913
POLG	POLA1	926
POLE	POLA1	999
REV3L	POLA1	958
GUCY2D	NUDT2	901
ENTPD1	NUDT2	904
B4GALT7	B3GALT6	994
B3GAT3	B3GALT6	988
GPC4	B3GALT6	930
HSPG2	B3GALT6	919
XYLT2	AGRN	907
B4GALT7	AGRN	916
LAMB1	AGRN	925
HS6ST1	AGRN	935
CHRNA1	AGRN	943
XYLT1	AGRN	914
NDST1	AGRN	941
B3GAT3	AGRN	913
PAK1	AGRN	916
RAPSN	AGRN	990
CHRNB1	AGRN	955
RAC1	AGRN	911
PAK3	AGRN	904
DMD	AGRN	992
ACTA1	AGRN	928
HS2ST1	AGRN	930
MUSK	AGRN	999
EXT1	AGRN	947
B3GALT6	AGRN	930
MAPK1	EDN1	927
RAF1	EDN1	922
GNAO1	EDN1	912
MAP2K2	EDN1	907
EP300	EDN1	926
AP2M1	EDN1	900
MAP2K1	EDN1	941
ADCY6	EDN1	911
PLCB1	EDN1	930
GNAI1	EDN1	909
RAC1	EDN1	909
GNAI3	EDN1	928
DNM1	EDN1	900
EDNRB	EDN1	999
UQCRFS1	LYRM7	982
LAMB1	PRNP	900
APP	PRNP	993
PLG	PRNP	987
SNCA	PRNP	919
SNIP1	WBP4	903
SRRM2	WBP4	904
RNF113A	WBP4	900
DHX16	WBP4	903
RAF1	CNKSR2	935
MAPK1	RPS6KA3	991
UFSP2	UFM1	997
UBA5	UFM1	999
UFC1	UFM1	997
EXOSC5	EXOSC9	999
SETX	EXOSC9	966
EXOSC3	EXOSC9	999
EXOSC1	EXOSC9	999
ST3GAL3	B4GALT1	955
NOTCH3	B4GALT1	901
NOTCH1	B4GALT1	918
GLB1	B4GALT1	932
FUT8	B4GALT1	978
POMGNT1	B4GALT1	925
GALT	B4GALT1	932
DLD	PDHA1	998
OGDH	PDHA1	966
PDHX	PDHA1	998
DLAT	PDHA1	999
PDHB	PDHA1	999
BCKDHB	PDHA1	958
GCSH	PDHA1	920
NPHP1	RPGRIP1L	988
AHI1	RPGRIP1L	929
SUFU	RPGRIP1L	923
PYGL	PHKA2	949
PHKB	PHKA2	929
DNMT1	CDKL5	933
DAO	MPV17	906
MLYCD	MPV17	900
ACOX1	MPV17	900
CRAT	MPV17	903
GNPAT	MPV17	905
HMGCL	MPV17	902
ATIC	ITPA	970
GUCY2D	ITPA	900
AMPD2	ITPA	930
DGUOK	ITPA	908
HPRT1	ITPA	930
CANT1	ITPA	933
IMPDH2	ITPA	950
NT5C2	ITPA	926
IMPDH1	ITPA	949
ENTPD1	ITPA	918
NUDT2	ITPA	912
RFC2	BRCA2	927
MLH1	BRCA2	941
TP53	BRCA2	989
ATM	BRCA2	996
POLE	BRCA2	967
DNA2	BRCA2	913
RTEL1	BRCA2	953
FLNA	BRCA2	965
SLC6A19	CLTRN	929
TUBB2B	TUBB2A	902
CHMP2B	TUBB2A	901
TUBA1A	TUBB2A	998
MAPT	TUBB2A	916
TBCD	TUBB2A	961
SVBP	TUBB2A	900
EP300	CHD3	939
TP53	CHD3	941
UBTF	CHD3	939
CHD4	CHD3	988
GATAD2B	CHD3	996
KRAS	PTPA	912
INSR	PTPA	916
NRAS	PTPA	910
PIGQ	PIGA	995
PIGH	PIGA	999
PIGL	PIGA	990
PIGT	PIGA	907
DPM2	PIGA	981
PRKD1	CERT1	972
SOX9	COL2A1	908
ADAMTS2	COL2A1	945
BMP1	COL2A1	930
COL11A1	COL2A1	959
AARS1	CARS1	909
MARS1	CARS1	967
RPS23	CARS1	906
QARS1	CARS1	931
IARS2	CARS1	934
EPRS1	CARS1	974
YARS1	CARS1	979
IARS1	CARS1	970
VARS1	CARS1	936
HSD17B10	HADHA	959
GCDH	HADHA	955
ACADS	HADHA	984
MECR	HADHA	933
MCCC1	HADHA	933
ACAT1	HADHA	986
ACAD8	HADHA	940
ACOX1	HADHA	971
ACAD9	HADHA	954
HADHB	HADHA	999
MCCC2	HADHA	941
HIBCH	HADHA	918
ACAT2	HADHA	970
ECHS1	HADHA	947
ACADSB	HADHA	966
TP53	SMN1	908
GEMIN5	SMN1	993
GEMIN4	SMN1	994
POLR3B	NFIB	900
POLR3GL	NFIB	900
POLR3A	NFIB	900
POLR1C	NFIB	900
GCK	PDX1	972
SNIP1	CWC27	996
SRRM2	CWC27	993
CDC40	CWC27	940
RNF113A	CWC27	997
DHX16	CWC27	998
WBP4	CWC27	900
SPR	TH	968
GOT2	TH	918
SLC6A3	TH	911
QDPR	TH	951
SLC18A2	TH	937
PCBD1	TH	953
TPO	TH	916
SNCA	TH	992
EXOSC5	NOP56	972
POLR1A	NOP56	936
RPS23	NOP56	983
DKC1	NOP56	999
POLR1C	NOP56	900
DLD	GLDC	987
DAO	GLDC	936
GLUL	GLDC	904
GCSH	GLDC	999
SHMT2	GLDC	991
SARDH	GLDC	982
MED17	CDK8	996
FBXW7	CDK8	903
MED13L	CDK8	998
MED27	CDK8	991
MED11	CDK8	981
MED25	CDK8	986
SMAD4	CDK8	942
MED23	CDK8	997
CDK19	CDK8	973
MED12	CDK8	999
GALC	ASAH1	953
GBA1	ASAH1	956
DEGS1	ASAH1	955
SMPD1	ASAH1	956
GBA2	ASAH1	963
NMNAT1	NADK2	915
DAO	AMACR	914
MLYCD	AMACR	948
ACOX1	AMACR	960
CRAT	AMACR	921
GNPAT	AMACR	964
HMGCL	AMACR	917
MPV17	AMACR	915
ITGA3	VLDLR	931
APOE	VLDLR	997
PIK3CA	VLDLR	900
DAB1	VLDLR	995
ADAMTS2	SEMA5A	903
ADAMTSL2	SEMA5A	900
STX1A	KCNA1	963
CNTNAP2	KCNA1	957
KCNAB2	KCNA1	991
PMPCB	DNAJC19	953
PAM16	DNAJC19	999
PMPCA	DNAJC19	955
MSH2	CHEK2	987
TTC5	CHEK2	915
TP53	CHEK2	998
ATM	CHEK2	999
PPM1D	CHEK2	902
MRE11	CHEK2	983
DNA2	CHEK2	919
RAD50	CHEK2	967
BRCA2	CHEK2	961
OSTM1	CLCN7	999
H4C5	NSD2	949
BRD4	NSD2	965
NKX2-5	NSD2	930
SLC1A2	AQP4	984
DMD	AQP4	989
KCNJ10	AQP4	993
STAG2	STAG1	988
NIPBL	STAG1	996
RAD21	STAG1	999
SMC1A	STAG1	999
NSMCE3	STAG1	909
SMC3	STAG1	999
HDAC8	STAG1	939
MUSK	COLQ	990
HSPG2	COLQ	974
KAT6B	BRPF1	991
CHD4	BRPF1	923
GATAD2B	BRPF1	900
CHD3	BRPF1	917
ACO2	HSPD1	963
PMPCB	HSPD1	960
SLC25A4	HSPD1	911
CLPB	HSPD1	958
TIMM22	HSPD1	943
TOMM7	HSPD1	907
LONP1	HSPD1	933
PMPCA	HSPD1	963
TREM2	HSPD1	975
PRNP	HSPD1	922
ANK3	KCNQ3	995
KCNQ2	KCNQ3	920
UBR1	TRIP12	957
USP7	TRIP12	936
PDGFRB	DNM2	903
CBL	DNM2	946
BIN1	DNM2	991
PDGFB	DNM2	900
CTNNB1	DNM2	959
L1CAM	DNM2	904
DNM1	DNM2	918
ASNS	GARS1	945
RARS1	GARS1	903
AARS2	GARS1	906
NARS1	GARS1	972
AARS1	GARS1	996
MARS1	GARS1	955
DARS1	GARS1	947
QARS1	GARS1	951
YARS2	GARS1	919
KARS1	GARS1	966
EPRS1	GARS1	994
YARS1	GARS1	989
IARS1	GARS1	997
VARS1	GARS1	919
CARS1	GARS1	929
TRAPPC10	TRAPPC9	999
TRAPPC12	TRAPPC9	986
TRAPPC6B	TRAPPC9	993
TRAPPC11	TRAPPC9	968
CASK	TBR1	975
ITGA3	LAMA1	953
LAMB1	LAMA1	953
CHRNA1	LAMA1	900
PIK3CA	LAMA1	911
YWHAE	LAMA1	900
PAK1	LAMA1	900
RAPSN	LAMA1	900
YWHAG	LAMA1	900
RAC1	LAMA1	904
PAK3	LAMA1	900
DMD	LAMA1	916
ACTA1	LAMA1	904
AGRN	LAMA1	922
PRNP	LAMA1	900
EXOSC5	EXOSC8	999
EXOSC3	EXOSC8	999
EXOSC1	EXOSC8	999
EXOSC9	EXOSC8	999
MFN2	SQSTM1	919
TBK1	SQSTM1	978
ATG7	SQSTM1	931
HTT	SQSTM1	963
PRKN	SQSTM1	978
PINK1	SQSTM1	962
PRKCZ	SQSTM1	998
OPTN	SQSTM1	978
IFIH1	RNF216	902
ERCC1	ERCC2	979
TAF4	ERCC2	902
ERCC3	ERCC2	999
ERCC4	ERCC2	971
ERCC5	ERCC2	984
GTF2E2	ERCC2	999
TAF8	ERCC2	902
XPA	ERCC2	994
TAF2	ERCC2	902
MYOD1	TBP	964
TAF4	TBP	999
EP300	TBP	989
RB1	TBP	966
TP53	TBP	999
ERCC3	TBP	998
CTNNB1	TBP	955
GTF2E2	TBP	996
CHD4	TBP	954
ACTB	TBP	912
GATAD2B	TBP	906
TAF8	TBP	999
TAF2	TBP	999
CHD3	TBP	925
ERCC2	TBP	990
EGR2	MAG	949
LINGO1	MAG	982
CLCF1	CRLF1	999
SLC25A20	CPT1C	989
CPT2	CPT1C	936
MYL2	CIT	959
KIF11	CIT	919
KIF14	CIT	985
ASPM	CIT	963
MAPK1	WASF1	912
NCF1	WASF1	918
ARPC5	WASF1	956
RAC1	WASF1	982
CDH2	CDON	946
SHH	CDON	999
GAS1	CDON	974
PTCH1	CDON	995
MOGS	STT3A	963
B4GALNT1	SLC33A1	939
COMT	DBH	971
TH	DBH	945
B9D2	MKS1	933
TMEM231	MKS1	957
B9D1	MKS1	945
TCTN2	MKS1	957
TMEM107	MKS1	920
AHI1	MKS1	952
SUFU	MKS1	908
BBS9	BBS10	996
BBS2	BBS10	994
MKKS	BBS10	995
BBS7	BBS10	996
BBS4	BBS10	981
CCT5	BBS10	961
BBS5	BBS10	993
BBS1	BBS10	994
KARS1	BBS10	906
EPRS1	BBS10	946
NOP56	BBS10	920
LZTR1	SPOP	912
KLHL41	SPOP	913
SUFU	SPOP	915
PTEN	SPOP	979
AR	SPOP	965
BUB1B	PTPA	988
BUB1	PTPA	945
PPP2R1A	PTPA	999
ANKLE2	PTPA	918
SET	PTPA	912
DLD	LIPT1	975
OGDH	LIPT1	921
PDHX	LIPT1	979
LIAS	LIPT1	991
DHTKD1	LIPT1	909
BCKDHA	LIPT1	926
DLAT	LIPT1	983
PDHB	LIPT1	964
LIPT2	LIPT1	994
BCKDHB	LIPT1	949
GCSH	LIPT1	993
DBT	LIPT1	963
PDHA1	LIPT1	942
AP2M1	AP1G1	967
AP1S1	AP1G1	998
AP4B1	AP1G1	901
DNAJC6	AP1G1	936
ISCU	FDX2	997
NFS1	FDX2	992
FXN	FDX2	980
DLD	SUCLG1	907
ATP5F1D	SUCLG1	940
ACO2	SUCLG1	959
OGDH	SUCLG1	985
NDUFA10	SUCLG1	906
NDUFS3	SUCLG1	928
SDHA	SUCLG1	996
MMUT	SUCLG1	952
DLAT	SUCLG1	985
NDUFB8	SUCLG1	924
UQCRFS1	SUCLG1	931
PDHB	SUCLG1	964
HADHB	SUCLG1	926
MDH2	SUCLG1	971
FH	SUCLG1	966
NDUFS2	SUCLG1	938
SDHB	SUCLG1	999
SDHD	SUCLG1	979
SUCLA2	SUCLG1	999
GOT2	PC	942
DLAT	PC	912
PDHB	PC	964
MDH2	PC	985
DCPS	SUOX	941
ETHE1	SUOX	988
D2HGDH	SUOX	953
MOCS1	SUOX	941
RBPJ	FHL1	997
CHMP2B	ARL13B	905
PDE6D	ARL13B	981
UBAP1	ARL13B	900
VPS37A	ARL13B	900
VPS37D	ARL13B	900
INPP5E	ARL13B	926
XYLT2	GPC3	918
B4GALT7	GPC3	922
HS6ST1	GPC3	946
XYLT1	GPC3	916
NDST1	GPC3	959
B3GAT3	GPC3	925
SHH	GPC3	995
PTCH1	GPC3	961
HS2ST1	GPC3	943
EXT1	GPC3	957
B3GALT6	GPC3	925
SUFU	KIF7	980
RARS1	LARS1	999
NARS1	LARS1	984
CARS2	LARS1	930
AARS1	LARS1	984
MARS1	LARS1	999
DARS1	LARS1	999
MARS2	LARS1	947
QARS1	LARS1	999
YARS2	LARS1	902
KARS1	LARS1	999
IARS2	LARS1	973
EPRS1	LARS1	999
RARS2	LARS1	938
PARS2	LARS1	971
YARS1	LARS1	986
IARS1	LARS1	999
VARS1	LARS1	988
CARS1	LARS1	976
GARS1	LARS1	944
RARS1	AIMP1	999
MARS1	AIMP1	999
DARS1	AIMP1	997
QARS1	AIMP1	999
KARS1	AIMP1	998
EPRS1	AIMP1	999
RARS2	AIMP1	921
IARS1	AIMP1	998
LARS1	AIMP1	997
ALG1	ALG13	983
ALG14	ALG13	999
AP2M1	PPP3CA	905
BIN1	PPP3CA	910
PPP2R1A	PPP3CA	933
MEF2C	PPP3CA	932
PPP1R15B	PPP3CA	900
SHOC2	PPP3CA	918
DNM1	PPP3CA	940
CTSD	PSAP	928
GBA1	PSAP	957
CSNK2A1	SIN3A	923
GCK	SIN3A	908
UBE3A	SIN3A	925
RBL2	SIN3A	942
SMARCB1	SIN3A	910
CTCF	SIN3A	979
SMARCA2	SIN3A	900
TP53	SIN3A	986
CTBP1	SIN3A	961
GRIA2	SIN3A	912
HCFC1	SIN3A	945
TGIF1	SIN3A	968
SMAD4	SIN3A	932
TOPORS	SIN3A	934
SUFU	SIN3A	917
AGO1	SIN3A	907
SKI	SIN3A	986
DLD	BCKDK	933
BCKDHA	BCKDK	974
BCKDHB	BCKDK	960
DBT	BCKDK	937
ACTL6B	SMARCD1	989
SUPT16H	SMARCD1	917
CREBBP	SMARCD1	932
SMARCB1	SMARCD1	999
PPARGC1A	SMARCD1	936
SMARCA2	SMARCD1	998
SMARCC2	SMARCD1	999
TP53	SMARCD1	985
ARID1A	SMARCD1	999
SMARCE1	SMARCD1	999
ARID2	SMARCD1	996
BAZ1B	SMARCD1	943
ARID1B	SMARCD1	997
ACTB	SMARCD1	987
NF1	SMARCD1	909
BUB1B	FZR1	974
TPI1	ALDOA	989
PDHB	ALDOA	903
TFG	SEC31A	971
SEC24D	SEC31A	994
SEC24C	SEC31A	996
CPSF3	PPP1CB	930
RAF1	PPP1CB	918
PAK1	PPP1CB	907
BRAF	PPP1CB	911
PPP2R1A	PPP1CB	959
PPP1R15B	PPP1CB	925
SHOC2	PPP1CB	972
PTPA	PPP1CB	912
PPP3CA	PPP1CB	915
GFER	CHCHD2	931
COA6	CHCHD2	935
TIMM8A	CHCHD2	930
SHMT2	PSPH	986
PHGDH	PSPH	944
PSAT1	PSPH	996
GPC4	EXT2	956
HSPG2	EXT2	953
EXT1	EXT2	956
AGRN	EXT2	930
GPC3	EXT2	947
CLCN6	CAMK2B	900
KRAS	CAMK2B	906
GRIA4	CAMK2B	946
GRIA2	CAMK2B	964
CAMK2G	CAMK2B	953
TRAK1	CAMK2B	905
EPB41L1	CAMK2B	909
MAPT	CAMK2B	940
MEF2C	CAMK2B	914
ATG7	CAMK2B	904
AGK	CAMK2B	903
RAC1	CAMK2B	904
FXR1	CAMK2B	925
GRM1	CAMK2B	915
LMNA	CAMK2B	900
NRAS	CAMK2B	906
PPP3CA	CAMK2B	938
NDUFAF1	NDUFAF6	912
NDUFAF4	NDUFAF6	905
NDUFAF5	NDUFAF6	972
DLD	PDP1	963
PDHX	PDP1	965
DLAT	PDP1	955
PDHB	PDP1	963
PDHA1	PDP1	980
MADD	RAB27A	976
STXBP1	RAB27A	905
STX1B	VAMP1	976
STX1A	VAMP1	975
SNAP25	VAMP1	962
